53.93547982	27.5939176
53.91158348	27.60929657
53.89594527	27.51969537
53.88509096	27.54171498
53.88838447	27.52551695
53.88914212	27.49238871
53.91483281	27.52810264
53.89171921	27.58375135
53.90071867	27.48711589
53.88038136	27.53001851
53.91143012	27.48982564
53.94111824	27.54356231
53.90473031	27.59214274
53.92576228	27.61110659
53.93527209	27.52854646
53.90786255	27.51062335
53.88889124	27.59227654
53.90114713	27.57809802
53.93421306	27.55968707
53.94075014	27.54050289
53.89179845	27.55058082
53.93331283	27.56080389
53.90043157	27.62248059
53.90370353	27.56318248
53.90107684	27.51692786
53.91806882	27.63187779
53.87072562	27.57594471
53.901164	27.61390984
53.88739782	27.55008956
53.92335533	27.51835044
53.87271217	27.57050409
53.85971561	27.56178536
53.91589287	27.51166219
53.8597142	27.56449634
53.91224411	27.60281341
53.92661832	27.53547948
53.91967228	27.5242787
53.8662943	27.52882493
53.91020042	27.60660758
53.93884107	27.55289002
53.94084402	27.5388345
53.86445648	27.53717574
53.93119788	27.61258831
53.9245407	27.57714114
53.87657423	27.61237917
53.92782193	27.54226029
53.93598466	27.60008299
53.90579395	27.62990012
53.94159346	27.5901466
53.89370749	27.55239316
53.93916089	27.57855012
53.86067466	27.55787762
53.90736304	27.55936669
53.94374206	27.55866722
53.90656836	27.58418841
53.90475565	27.49318739
53.89819897	27.55575522
53.92880801	27.59890888
53.89798361	27.56602891
53.88193971	27.57889661
53.9086026	27.63734597
53.88806093	27.60885407
53.94010119	27.60373631
53.86481016	27.56369111
53.87712248	27.50522222
53.88784723	27.50267741
53.92718476	27.51386223
53.93153219	27.51647954
53.92062928	27.54017984
53.93845255	27.58908577
53.9257098	27.52297968
53.9056763	27.58416656
53.91272197	27.58842675
53.94686831	27.58086588
53.88985968	27.49946044
53.93300339	27.61884808
53.91600453	27.50033754
53.90341053	27.51347199
53.88187393	27.53965451
53.90806596	27.49469895
53.94322248	27.54070573
53.94525843	27.53303001
53.90014022	27.5761568
53.9179554	27.54846087
53.89891128	27.4954745
53.91624972	27.58288062
53.88356433	27.58679321
53.86030051	27.55421981
53.92728324	27.6069739
53.91233285	27.56368303
53.89681734	27.50774985
53.91622391	27.55988408
53.92851127	27.59581427
53.88166316	27.58211228
53.9349403	27.5852711
53.90871939	27.5336467
53.90498077	27.56322281
53.9049842	27.60769829
53.93339801	27.52891787
53.92183172	27.59990043
